experiment_id,question_id,predicted,pred_improved,gold,correct,correct_improved
pubmedqa_v3_skeptic_strict_20260318_012407_660127,18274917,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,27050505,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,10966943,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16392897,maybe,maybe,maybe,1,True
pubmedqa_v3_skeptic_strict_20260318_012407_660127,12765819,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,27131771,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,20594006,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,22900881,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,22504515,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,11970923,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,21745056,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,19237087,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,23360491,maybe,maybe,maybe,1,True
pubmedqa_v3_skeptic_strict_20260318_012407_660127,23222920,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,17610439,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,27096199,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25982163,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16809243,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16991071,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25986020,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16498158,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,18378554,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,22117569,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,19575104,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,11867487,no,no,maybe,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,8200238,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25043083,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25571931,maybe,maybe,maybe,1,True
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16778275,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25394614,maybe,maybe,maybe,1,True
pubmedqa_v3_skeptic_strict_20260318_012407_660127,15369037,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,18784527,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,12095973,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,25274085,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,15125825,no,no,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,10331115,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,7547656,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,12163782,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,16151770,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,17593459,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,20629769,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,12836106,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,11079675,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,23379759,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,10749257,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,24374414,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,8921484,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,8847047,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,19230985,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,17453263,maybe,maybe,yes,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,18375490,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,18708308,maybe,maybe,no,0,False
pubmedqa_v3_skeptic_strict_20260318_012407_660127,12790890,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,15483019,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,24450673,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,9582182,no,no,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,25636371,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25987398,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,23571528,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,20101129,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25940336,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,11411430,no,no,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,23002947,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,12970636,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,23719685,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10340286,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10456814,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18403944,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,15112004,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,11555508,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,22656647,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25475395,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,27643961,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,27909738,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18926458,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,9381529,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,17224424,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,26079501,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,9488747,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10430303,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,26852225,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,22970993,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,17192736,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,26606599,yes,yes,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,22154448,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,24139705,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,22564465,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,25985014,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,15943725,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,16432652,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,11977907,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,25588461,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16816043,yes,yes,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,24973051,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,17342562,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,24476003,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,9745063,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,20197761,no,no,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,22534881,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,24614851,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18274917,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,27050505,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10966943,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16392897,yes,yes,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,12765819,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,27131771,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,20594006,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,22900881,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,22504515,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,11970923,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,21745056,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,19237087,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,23360491,yes,yes,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,23222920,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,17610439,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,27096199,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25982163,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16809243,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16991071,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,25986020,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16498158,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,18378554,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,22117569,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,19575104,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,11867487,maybe,maybe,maybe,1,True
pubmedqa_v1_baseline_20260318_012407_646903,8200238,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25043083,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25571931,no,no,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,16778275,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,25394614,no,no,maybe,0,False
pubmedqa_v1_baseline_20260318_012407_646903,15369037,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18784527,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,12095973,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,25274085,yes,yes,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,15125825,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10331115,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,7547656,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,12163782,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,16151770,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,17593459,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,20629769,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,12836106,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,11079675,maybe,maybe,yes,0,False
pubmedqa_v1_baseline_20260318_012407_646903,23379759,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,10749257,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,24374414,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,8921484,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,8847047,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,19230985,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,17453263,yes,yes,yes,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18375490,no,no,no,1,True
pubmedqa_v1_baseline_20260318_012407_646903,18708308,maybe,maybe,no,0,False
pubmedqa_v1_baseline_20260318_012407_646903,12790890,no,no,maybe,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_0,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_1,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_2,A,A,A,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_3,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_4,D,D,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_5,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_6,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_7,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_8,A,A,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_9,A,A,A,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_10,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_11,D,D,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_12,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_13,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_14,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_15,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_16,C,C,C,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_17,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_18,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_19,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_20,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_21,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_22,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_23,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_24,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_25,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_26,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_27,B,B,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_28,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_29,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_30,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_31,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_32,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_33,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_34,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_35,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_36,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_37,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_38,A,A,A,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_39,C,A,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_40,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_41,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_42,C,C,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_43,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_44,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_45,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_46,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_47,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_48,C,C,C,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_49,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_50,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_51,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_52,B,B,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_53,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_54,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_55,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_56,D,D,D,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_57,B,B,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_58,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_59,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_60,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_61,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_62,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_63,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_64,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_65,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_66,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_67,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_68,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_69,B,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_70,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_71,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_72,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_73,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_74,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_75,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_76,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_77,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_78,unknown,D,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_79,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_80,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_81,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_82,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_83,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_84,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_85,unknown,B,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_86,unknown,unknown,A,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_87,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_88,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_89,D,D,D,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_90,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_91,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_92,B,B,B,1,True
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_professional_medicine_93,unknown,unknown,D,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_medical_genetics_94,unknown,unknown,B,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_clinical_knowledge_95,unknown,unknown,C,0,False
mmlu_v3_skeptic_strict_20260318_010349_550985,mmlu_anatomy_96,unknown,unknown,C,0,False
